20220419|2|0|0|
20220419|3|0|0|
20220419|4|0|0|
20220419|5|0|0|
20220419|6|0|5|
20220419|7|0|5|
20220419|8|0|0|
20220419|9|4|0|
20220419|13|0|0|
20220419|14|0|0|
20220419|15|0|0|
20220419|16|0|0|
20220419|17|0|0|
20220419|18|0|0|
20220419|19|0|0|
20220419|20|0|0|
20220419|21|0|5|
20220419|22|0|0|
20220419|23|0|0|
20220419|2|0|0|
20220419|3|0|0|
20220419|4|0|0|
20220419|5|0|0|
20220419|6|0|0|
20220419|7|0|0|
20220419|8|0|0|
20220419|9|4|0|
20220419|13|0|0|
20220419|14|0|0|
20220419|15|0|0|
20220419|16|0|0|
20220419|17|0|0|
20220419|18|0|0|
20220419|19|0|0|
20220419|20|0|0|
20220419|21|0|0|
20220419|22|0|0|
20220419|23|0|0|
20220419|2|0|0|
20220419|3|0|0|
20220419|4|0|0|
20220419|5|0|0|
20220419|6|0|0|
20220419|7|0|0|
20220419|8|0|0|
20220419|9|4|0|
20220419|13|0|0|
20220419|14|0|0|
20220419|15|0|0|
20220419|16|0|0|
20220419|17|0|0|
20220419|18|0|0|
20220419|19|0|0|
20220419|20|0|0|
20220419|21|0|0|
20220419|22|0|0|
20220419|23|0|0|
20220420|2|0|0|
20220420|3|0|0|
20220420|4|0|0|
20220420|5|0|0|
20220420|6|0|0|
20220420|7|0|0|
20220420|8|0|0|
20220420|9|0|0|
20220420|13|0|0|
20220420|14|0|0|
20220420|15|0|0|
20220420|16|0|0|
20220420|17|0|0|
20220420|18|0|0|
20220420|19|0|0|
20220420|20|0|0|
20220420|21|0|0|
20220420|22|0|0|
20220420|23|0|0|
20220420|2|0|0|
20220420|3|0|0|
20220420|4|0|0|
20220420|5|0|0|
20220420|6|0|0|
20220420|7|0|0|
20220420|8|0|0|
20220420|9|0|0|
20220420|13|0|0|
20220420|14|0|0|
20220420|15|0|0|
20220420|16|0|0|
20220420|17|0|0|
20220420|18|0|0|
20220420|19|0|0|
20220420|20|0|0|
20220420|21|0|0|
20220420|22|0|0|
20220420|23|0|0|
20220420|2|0|0|
20220420|3|0|0|
20220420|4|0|0|
20220420|5|0|0|
20220420|6|0|0|
20220420|7|0|0|
20220420|8|0|0|
20220420|9|0|0|
20220420|13|0|0|
20220420|14|0|0|
20220420|15|0|0|
20220420|16|0|0|
20220420|17|0|0|
20220420|18|0|0|
20220420|19|0|0|
20220420|20|0|0|
20220420|21|0|0|
20220420|22|0|0|
20220420|23|0|0|
20220420|2|0|0|
20220420|3|0|0|
20220420|4|0|0|
20220420|5|0|0|
20220420|6|0|0|
20220420|7|0|0|
20220420|8|0|0|
20220420|9|0|0|
20220420|13|0|0|
20220420|14|0|0|
20220420|15|0|0|
20220420|16|0|0|
20220420|17|0|0|
20220420|18|0|0|
20220420|19|0|0|
20220420|20|0|0|
20220420|21|0|0|
20220420|22|0|0|
20220420|23|0|0|
20220421|2|0|0|
20220421|3|0|0|
20220421|4|0|0|
20220421|5|0|0|
20220421|6|0|0|
20220421|7|0|0|
20220421|8|0|0|
20220421|9|0|0|
20220421|13|0|0|
20220421|14|0|0|
